nppes_provider_city,counts,nppes_provider_zip5,total_claim_count,brand_claim_count,generic_claim_count,brand_drug_cost,generic_drug_cost,total_drug_cost,total_30_day_fill_count,total_day_supply,bene_count,brand_percent_spending,Index
ODON,6,285372.0,14064,2094.0,11562.0,505395.70999999996,266820.99,823632.47,21153.800000000003,594441,695.0,0.6544739449431746,2747
PENNSBURG,23,415679.0,50907,7624.0,42490.0,1807445.0499999998,954227.71,2845797.07,90462.2,2574901,4125.0,0.6544747358119287,2748
LEHIGHTON,78,1422330.0,122989,17888.0,101329.0,4665040.380000003,2462717.58,8059494.489999997,173963.50000000003,4803620,13452.0,0.6544891684284971,2749
WOOD RIDGE,7,49525.0,6490,1108.0,5138.0,272693.55,143928.98,438084.06000000006,13077.5,373573,813.0,0.6545338534620294,2750
ELTON,1,70532.0,15047,2210.0,12774.0,439782.55,232088.9,673560.96,17361.6,473969,444.0,0.6545635329496439,2751
ALBERT LEA,95,5320665.0,145655,21238.0,119087.0,4647871.199999999,2452646.2800000003,7455954.740000002,261204.19999999992,7299847,16454.0,0.6545820375897448,2752
VASSAR,4,195072.0,12346,1882.0,10305.0,483008.22000000003,254864.92,742639.84,20122.7,574852,808.0,0.6545952058913542,2753
NEW BERLIN,91,4836741.0,224137,34745.0,183777.0,9010366.040000001,4754365.88,14902252.319999995,392791.3999999999,10981875,17224.0,0.6545980039689723,2754
WILTON,59,685923.0,75024,12659.0,59460.0,2939616.92,1551077.5099999995,4999819.960000001,119563.6,3303568,7173.0,0.6546018585370549,2755
WILKINSBURG,6,91326.0,22826,2957.0,19569.0,813736.1499999999,429287.02,1253356.44,28060.999999999996,747738,1367.0,0.654642785138108,2756
DECORAH,71,3699171.0,111800,15280.0,92069.0,3374269.910000001,1779978.7500000002,5447254.499999999,178402.20000000004,4823603,10098.0,0.654657959400818,2757
NOVELTY,1,44072.0,386,80.0,289.0,30106.19,15880.93,47324.07,703.6,20501,49.0,0.6546656976997037,2758
RIDGELAND,111,4208113.0,150172,21271.0,123766.0,6130900.260000001,3234012.98,9934714.000000004,209295.00000000003,5796143,14949.0,0.6546670644863337,2759
TUSCON,3,257184.0,4341,720.0,3597.0,283031.71,149293.89,448092.18,5109.9,135230,489.0,0.6546725662324877,2760
LITTLESTOWN,12,208080.0,36502,5266.0,30415.0,1298123.7799999998,684730.61,2091760.85,56244.9,1583302,2773.0,0.6546742849836795,2761
GUYMON,17,1257014.0,36444,4896.0,28884.0,972325.6600000001,512859.74,1880187.3599999999,56454.0,1588102,2718.0,0.6546830180258977,2762
OWATONNA,94,5175640.0,150708,19659.0,125709.0,5355976.529999999,2824591.8000000017,9143476.5,254316.2,6891801,15986.0,0.6547193683791404,2763
MT GRETNA,13,221832.0,18998,1913.0,16952.0,1421669.99,749610.6199999999,2185186.79,21242.5,624465,1092.0,0.654761058267821,2764
LATHAM,179,2167690.0,227622,32724.0,181791.0,10305486.46,5433156.579999999,24738610.07999999,356963.1,9952637,29051.0,0.6547887536306943,2765
FLEETWOOD,24,468528.0,41554,6442.0,33261.0,1678559.9,884905.91,3241195.6499999994,70844.6,1976922,4924.0,0.6548009704096658,2766
ARMUCHEE,7,210735.0,65266,9358.0,55038.0,2051298.3900000001,1081386.51,3216391.5199999996,97301.2,2795205,3046.0,0.6548052087843242,2767
WINNEBAGO,33,1956691.0,54295,7092.0,45661.0,2738893.5300000003,1443822.2400000002,5286980.640000001,71848.2,2007686,2949.0,0.6548122513234984,2768
MONUMENT,36,2884752.0,28432,4252.0,22483.0,1018536.3799999999,536890.42,2089385.4199999995,59531.2,1711408,3751.0,0.654827588157797,2769
KAYSVILLE,25,2100925.0,18500,3926.0,13104.0,890838.1499999999,469577.51,1745124.3499999999,23004.1,542887,4287.0,0.6548279148741937,2770
SCHDY,1,12308.0,665,56.0,609.0,47006.82,24777.89,71784.71,683.0,19145,75.0,0.6548305342460812,2771
MC RAE,6,186330.0,23822,4159.0,19340.0,772627.42,407230.97000000003,1189431.2600000002,25486.2,629088,705.0,0.654847587260027,2772
OCONOMOWOC,101,5359666.0,149196,23093.0,123013.0,5672007.720000002,2989288.64,8922261.839999998,262540.7,7430952,15195.0,0.6548682188263099,2773
LAKE TOXAWAY,1,28747.0,4227,532.0,3680.0,134688.65,70975.8,206278.11,7248.3,205286,405.0,0.6548951459525455,2774
FORT DAVIS,2,159468.0,7989,1097.0,6508.0,247393.88,130287.0,458916.83999999997,11287.8,311853,587.0,0.655034165351447,2775
KEYPORT,5,38675.0,7630,1236.0,6132.0,264784.33,139419.56999999998,423879.58,9256.900000000001,253787,773.0,0.6550761385528443,2776
MONMOUTH JUNCTION,18,159336.0,7574,1149.0,6218.0,422383.17000000004,222398.04,666198.0899999997,11508.999999999998,327768,799.0,0.6550798370814807,2777
AUBURNDALE,29,613475.0,22135,2922.0,18099.0,786113.9500000001,413870.38000000006,1312196.24,43185.90000000001,1238227,2882.0,0.6551035128933725,2778
PUTNAM VALLEY,18,190422.0,22084,3673.0,17099.0,1146913.8800000001,603802.65,2372037.0,37674.3,1046554,2328.0,0.6551111275564411,2779
CARPENTERSVILLE,13,781430.0,2829,266.0,2184.0,87227.86,45918.82,190283.63999999998,4543.2,125350,443.0,0.6551260609727558,2780
FENWICK ISLAND,1,19944.0,5249,861.0,4370.0,225262.53,118583.49,344515.35,10107.1,275220,427.0,0.655126181190057,2781
WYNCOTE,18,343710.0,57117,9426.0,46090.0,2327908.99,1225139.9300000002,3796457.0700000003,72308.79999999999,1873114,2620.0,0.6551863040489744,2782
WAUTOMA,28,1539496.0,41394,5463.0,34775.0,1571996.1700000002,827246.5200000001,2481615.47,76459.1,2173216,3692.0,0.6552051514221764,2783
NEW SALISBURY,7,330127.0,13832,2215.0,11544.0,513071.62,269944.79,787055.22,20957.4,595287,793.0,0.6552501498659524,2784
CADOTT,4,218908.0,7061,963.0,6018.0,218840.77000000002,115133.81999999999,345696.98000000004,13296.900000000001,377460,570.0,0.6552617371279653,2785
PARKIN,1,72373.0,3094,336.0,2726.0,55959.77,29432.9,86619.75,3815.6,107255,161.0,0.6553228749024945,2786
SUSSEX,35,1401835.0,56489,8083.0,47255.0,2442657.48,1284331.5799999998,3934879.6000000015,101689.30000000003,2883854,5476.0,0.655397008329292,2787
LEANDER,28,2201948.0,33818,4244.0,28263.0,1164239.73,612147.33,1964773.5700000003,62818.30000000001,1783644,3207.0,0.6553975517024989,2788
RAVENA,10,154060.0,21884,2864.0,18216.0,889663.4099999999,467746.56000000006,1500861.8499999999,35558.9,1016197,2141.0,0.6554124617192844,2789
TEWKSBURY,67,125692.0,132777,16445.0,112584.0,4782003.569999999,2514002.530000001,7845080.629999997,195897.30000000005,5442175,8778.0,0.6554275729018372,2790
QUINTE WEST,1,0.0,374,45.0,329.0,6806.41,3578.26,10384.67,565.1,15367,73.0,0.6554286270049987,2791
DOWNINGTOWN,58,1121430.0,140096,20378.0,116543.0,5023039.669999999,2640667.6599999983,8095269.240000001,203669.5,5196006,8435.0,0.6554320844608769,2792
ALVA,11,810887.0,20051,2976.0,16668.0,689307.41,362356.87,1103537.87,33163.3,923973,1409.0,0.6554443495979535,2793
OAKBORO,4,112516.0,16802,2207.0,14347.0,484934.16,254905.29,746874.2599999999,27246.6,770907,1107.0,0.6554586403847483,2794
CORE,2,53070.0,3919,495.0,3179.0,138101.22,72591.58,291880.35,8485.6,248057,414.0,0.6554624552903564,2795
HEATH,36,1997680.0,32863,4963.0,26758.0,1252418.99,658222.29,1954145.3999999992,59999.5,1675389,4023.0,0.6554966665432875,2796
CATANO,17,16354.0,72224,8444.0,62218.0,1552735.85,815949.2100000001,2484029.79,93774.79999999999,2606078,4546.0,0.6555265097167455,2797
ROCKTON,5,305360.0,29334,7238.0,21945.0,961816.2,505054.81999999995,1475600.06,32788.6,784691,1485.0,0.6556924139110745,2798
BRAZORIA,6,464532.0,4931,557.0,4063.0,195789.35,102789.40000000001,329439.1,9832.800000000001,274597,636.0,0.6557377241347551,2799
NEW FRANKEN,2,108458.0,6176,773.0,5309.0,198026.92,103947.45,304545.73000000004,10506.5,300657,383.0,0.6557739320724472,2800
PAULLINA,2,102092.0,2555,401.0,2123.0,66768.62,35039.63,102823.25,3697.4,93231,244.0,0.6558272045733032,2801
OCEAN PARK,6,591840.0,6317,941.0,4988.0,187231.78999999998,98251.90000000001,367395.72,9072.8,243677,1106.0,0.6558405840978165,2802
ARCHBALD,6,110418.0,11290,1760.0,8988.0,378154.03,198397.59999999998,643898.19,15846.800000000001,443552,770.0,0.6558892739579976,2803
HAYNESVILLE,8,519738.0,34684,4718.0,29113.0,935619.01,490790.79,1516864.91,41244.6,1113530,1565.0,0.6559258145870843,2804
FRUITA,47,3831487.0,69697,11188.0,55655.0,2482889.9899999998,1302409.31,4654129.1899999995,112105.59999999998,3129711,6583.0,0.6559296354716256,2805
WINDHAM,41,193654.0,88459,15215.0,71856.0,3462272.66,1816113.5999999996,5349949.81,144009.0,3932741,6350.0,0.6559339331108368,2806
MAHTOMEDI,4,220460.0,5124,632.0,4458.0,144508.84,75796.34999999999,221661.93000000002,7625.700000000001,213313,415.0,0.6559484141068125,2807
WESTLAKE VLG,3,274084.0,957,119.0,788.0,60351.24,31653.83,94962.67,1307.2,38562,59.0,0.655955590273449,2808
CANAL WINCHESTER,47,2026170.0,161841,26047.0,133843.0,6445932.319999999,3380705.409999999,9913349.590000002,260345.99999999997,7266229,10335.0,0.6559651934985905,2809
THROCKMORTON,2,152966.0,7366,937.0,6398.0,200453.04,105129.74,306585.93,10026.9,278420,491.0,0.6559696852028115,2810
PELHAM,83,1961290.0,144620,19013.0,121873.0,4978057.28,2610381.9899999998,8125040.130000001,221330.80000000002,6191643,13691.0,0.6560054186214763,2811
TONGANOXIE,14,925204.0,134666,24686.0,109148.0,4578503.65,2400040.25,7027767.4799999995,138398.5,2716749,2791.0,0.6560829473323224,2812
CAMERON,50,3155930.0,100119,15164.0,82016.0,3061372.780000001,1604529.1300000001,4989177.470000001,130945.70000000001,3505212,6588.0,0.6561159747998219,2813
SILVER SPRINGS,10,441793.0,5485,732.0,4266.0,160461.55000000002,84096.97,283409.79,9013.0,252537,751.0,0.6561274168652967,2814
JBSA LACKLAND,20,1564720.0,4450,616.0,3291.0,140329.09999999998,73527.48999999999,243627.12,7783.2,209172,1086.0,0.6561831926713131,2815
KETCHUM,35,2916900.0,23499,2664.0,19256.0,1046495.6799999998,548302.47,1858784.72,43702.600000000006,1208789,3257.0,0.6561931865797561,2816
VAN HORN,2,159710.0,2132,209.0,1779.0,71731.9,37579.33,148802.3,2748.0,74772,366.0,0.6562171151125095,2817
FLUSHINGS,1,11355.0,264,51.0,213.0,5475.02,2867.72,8342.74,266.0,2874,176.0,0.6562616118924958,2818
NEAH BAY,8,786856.0,5805,789.0,4089.0,114157.22,59770.36,384244.59,6261.700000000001,170190,519.0,0.6563491540559582,2819
ANKENY,133,6653081.0,231816,29528.0,195199.0,7311865.12,3827185.809999999,12083423.250000004,381429.0000000001,10727790,19568.0,0.6564172446960883,2820
GRIFTON,1,28530.0,8102,954.0,7099.0,246929.6,129246.07,377623.19,11815.3,341021,331.0,0.656420974806797,2821
STAPLES,48,2710992.0,79638,9285.0,66501.0,2974382.18,1556772.6699999997,5476781.850000002,133915.30000000002,3693263,8661.0,0.6564291617621499,2822
BIG STONE GAP,52,1259388.0,126798,18617.0,105168.0,4649981.409999999,2433744.65,7413483.489999999,157800.89999999997,4305013,8996.0,0.6564315687272638,2823
SIOUX CENTER,34,1742500.0,49137,6453.0,40555.0,1229975.38,643728.8200000001,2078953.37,70615.7,1892897,4185.0,0.6564405310080428,2824
BARCO,1,27917.0,4274,586.0,3666.0,155418.31,81333.88,237590.93,7621.6,223380,232.0,0.6564598621030707,2825
GRANVILLE,62,2372853.0,192827,29753.0,159869.0,7540059.83,3945838.3,11903567.129999997,314163.6,8779424,15919.0,0.656462363209206,2826
NORRIDGE,23,1396238.0,14249,1726.0,11643.0,547590.65,286560.92000000004,1031974.4699999996,24449.6,672861,1881.0,0.6564642082973002,2827
LAUREL SPRINGS,25,200525.0,105999,20333.0,84283.0,3953336.36,2068787.6199999999,6125395.7299999995,120706.9,2754648,4021.0,0.6564687763203441,2828
EVERGREEN,67,4665171.0,172045,23050.0,141447.0,5744319.600000002,3005885.35,9806869.600000003,276951.30000000005,7804185,11967.0,0.6564782919741783,2829
DELTAVILLE,7,161301.0,10410,1578.0,8380.0,416485.3,217899.61999999997,658238.1799999999,18854.8,527244,867.0,0.6565182854598751,2830
WOODLAWN,30,728256.0,259039,53880.0,201907.0,9044501.719999999,4731130.81,14147003.0,273018.5999999999,6096571,10845.0,0.6565579983571179,2831
OROCOVIS,21,15120.0,115802,14805.0,99107.0,2192558.0200000005,1146750.02,3374782.9299999997,139094.19999999998,3951533,5162.0,0.6565905252634315,2832
ASHLAND CITY,26,962390.0,80496,13361.0,65987.0,2873952.22,1502793.5599999998,4509939.3999999985,109857.1,2957492,4941.0,0.6566413414123404,2833
SARATOGA,47,4391856.0,56861,10494.0,44471.0,2299438.7,1202345.2200000004,3708075.799999999,73827.70000000001,1860799,4347.0,0.6566477979600751,2834
MALAKOFF,1,75148.0,13889,2395.0,11388.0,457119.03,238998.83,700855.62,18791.2,508620,490.0,0.6566690157899412,2835
JEANNETTE,39,610116.0,122257,20098.0,100402.0,4462675.07,2333139.63,6984258.270000001,183748.19999999998,4971360,10044.0,0.6566799224234292,2836
EAST ROCHESTER,3,43335.0,3696,514.0,3116.0,162297.54,84842.45,248522.43,7230.5,210626,264.0,0.6567028670673654,2837
BUHL,7,583212.0,23950,2565.0,20814.0,898132.79,469450.46,1745150.7399999998,32746.5,938723,1413.0,0.6567298846340799,2838
PARK HILL,5,372255.0,647,80.0,455.0,10054.98,5255.110000000001,18833.11,673.3,9683,349.0,0.6567551203160791,2839
W BRENTWOOD,6,70302.0,1193,193.0,981.0,56990.08,29780.08,87252.76,1230.0,32581,171.0,0.6567935336295334,2840
COPLEY,18,797778.0,27356,4376.0,21837.0,1024182.5599999999,534983.72,1669119.0200000003,35892.700000000004,876300,1907.0,0.6568783414171836,2841
AMORY,53,2057513.0,119973,15568.0,101017.0,3724791.54,1945367.58,6529142.390000001,170844.20000000004,4480326,10297.0,0.6569112896429615,2842
GARROCHALES,1,652.0,7570,1035.0,6390.0,161921.76,84562.69,249498.47,8527.5,243362,257.0,0.6569248486060683,2843
GRAND HAVEN,80,3953360.0,190381,30116.0,154354.0,7518384.459999999,3924773.6299999994,12260538.669999998,304703.0,8428025,16502.0,0.6570200639428552,2844
JENISON,33,1631124.0,52621,6526.0,45154.0,2142727.02,1118176.2799999998,3343711.14,101715.49999999999,2914426,5031.0,0.6570961549212453,2845
WETUMPKA,31,1118867.0,109866,13297.0,94542.0,3864644.91,2016504.5599999998,6220371.41,174114.09999999998,4784094,9340.0,0.6571240757803763,2846
BROUSSARD,12,846216.0,20772,1977.0,16896.0,703117.43,366776.98000000004,1838904.9500000002,26708.5,758973,1409.0,0.6571839458437772,2847
FEEDING HILLS,9,9270.0,8560,1022.0,7326.0,254481.69,132729.36000000002,421053.31,14431.5,418719,747.0,0.6572170138223069,2848
BERWYN HEIGHTS,22,456280.0,16458,2050.0,13490.0,980860.0399999999,511519.98,1770403.9500000002,28885.100000000002,828810,2003.0,0.6572454916677322,2849
RIDGWAY,26,1002389.0,41905,6401.0,34681.0,1764586.2500000005,920028.98,2738231.82,63710.799999999996,1793089,3582.0,0.6572957756780662,2850
FORT MITCHELL,22,902368.0,57329,8758.0,47809.0,2004868.34,1045294.4700000001,3069368.3400000003,96550.79999999999,2745509,4240.0,0.6572987951420206,2851
HOLDENVILLE,10,748480.0,24150,3635.0,20196.0,795493.15,414676.86,1226446.3499999999,34153.50000000001,891021,1441.0,0.6573399963861276,2852
ROSCOE,32,1950734.0,66342,8637.0,56036.0,2242099.24,1168648.6,3591466.59,123358.4,3524037,6382.0,0.6573629436059395,2853
OBERLIN,35,1740708.0,44565,6175.0,36682.0,1777770.6599999997,926552.1799999999,2858920.0999999996,71829.79999999999,1982747,5778.0,0.6573810765877346,2854
WINDERMERE,41,1426226.0,21602,2649.0,17255.0,706336.87,368110.55,1302301.0999999999,39757.8,1089448,4551.0,0.6573954731074696,2855
MOUNT WASHINGTON,3,120141.0,4160,673.0,3457.0,184181.57,95973.95,281649.68000000005,6356.099999999999,183533,249.0,0.6574261681511755,2856
EAST BERLIN,17,294372.0,47072,6761.0,39513.0,1670585.48,870500.2600000001,2585125.36,75730.6,2151001,3994.0,0.6574297961311608,2857
ENSENADA,2,1294.0,2597,418.0,2113.0,69028.76000000001,35962.92,106287.65,2977.2,82563,266.0,0.6574688584847866,2858
SPANTANBURG,1,29307.0,14460,2070.0,12283.0,495378.63,258062.51,757761.18,26002.9,762913,894.0,0.6574881615835313,2859
RED LODGE,15,886020.0,23055,3418.0,19035.0,794457.12,413795.0399999999,1303395.0200000003,40001.700000000004,1117432,2416.0,0.6575259257140497,2860
MT. POCONO,5,91720.0,19055,2292.0,15992.0,651151.14,339110.3,1169161.6099999999,34106.700000000004,969675,2743.0,0.6575547766456503,2861
CENTRAL FALLS,11,31493.0,33401,4691.0,28015.0,843519.8600000001,439288.17,1353390.46,44506.0,1229589,2031.0,0.6575573587577247,2862
SEBASTOPOL,86,7705575.0,78403,9919.0,63597.0,3045751.9899999993,1585770.6199999999,5500166.03,125273.70000000001,3511267,9144.0,0.6576135423421802,2863
LOUDON,19,683239.0,77491,10860.0,65529.0,2868868.89,1493607.68,4421065.19,123804.79999999999,3412690,3808.0,0.6576239078803808,2864
PORTOLA,10,961220.0,14646,2116.0,12169.0,524902.36,273238.51,806605.3300000001,23772.600000000002,676366,1155.0,0.6576562856629558,2865
ST ANSGAR,1,50472.0,2499,378.0,2110.0,75247.02,39169.16,114757.68,5601.3,159323,432.0,0.6576606560365851,2866
NOWATA,11,814528.0,35112,5670.0,28683.0,967183.5900000001,503453.75,1567662.46,46146.50000000001,1265578,1776.0,0.6576628810472064,2867
SEAGROVE,4,114482.0,24736,3864.0,20501.0,803414.6,418185.85000000003,1228376.18,36713.8,1043085,908.0,0.6576737917868318,2868
HEARNE,7,545013.0,13516,1854.0,11257.0,490504.26,255299.38999999998,775757.06,20555.7,543552,759.0,0.6576855181655386,2869
CHURCHTON,2,41466.0,12446,2454.0,9956.0,414562.93,215767.27,631612.5,16587.2,425385,389.0,0.6576916828671703,2870
HUNT VALLEY,29,609885.0,32352,4230.0,26633.0,1478816.66,769558.4000000001,2569713.9200000004,61028.10000000001,1742798,4440.0,0.6577268563012791,2871
BOWDLE,3,172284.0,9237,1357.0,7781.0,279968.71,145684.65,429111.68,13547.3,381088,425.0,0.6577387524909941,2872
NOKESVILLE,3,60543.0,1677,218.0,1428.0,47499.57,24713.11,73628.20000000001,2383.4,58400,285.0,0.6577732608732982,2873
OAK BLUFFS,42,107405.0,55973,6503.0,47347.0,1963863.1599999995,1021482.74,3281523.0899999994,86696.19999999998,2366450,7046.0,0.6578343769142463,2874
JOHNS ISLAND,20,589100.0,19328,1487.0,16345.0,690052.7200000002,358899.70000000007,1296848.2799999998,33672.6,948332,2854.0,0.657849399880311,2875
CASTLE PINES,20,1602160.0,12226,1713.0,9597.0,417561.21,217158.38,746719.5299999999,23927.6,666972,2157.0,0.6578672166082032,2876
MONROE TOWNSHIP,45,426810.0,53710,6403.0,41686.0,2525448.19,1313326.96,5751666.489999999,107863.50000000001,3085035,6364.0,0.6578786439210955,2877
THIENSVILLE,9,477828.0,13386,2090.0,11152.0,605253.3200000001,314684.66,926068.45,20676.100000000002,594177,838.0,0.6579283964338554,2878
WASHBURN,3,151356.0,9105,1293.0,7600.0,245403.36,127587.71,414882.79000000004,13421.9,375692,412.0,0.6579336068287104,2879
GLOSTER,3,118914.0,5294,583.0,4642.0,127272.20999999999,66163.11000000002,199522.38999999998,6217.3,169210,550.0,0.6579574505834818,2880
PEARL,34,1333152.0,94535,11770.0,80635.0,2525067.1099999994,1312602.8199999996,4058995.65,126920.0,3089920,4738.0,0.6579688081720984,2881
EDDYVILLE,10,430895.0,37974,5583.0,31696.0,1349721.37,701603.56,2077945.96,53844.899999999994,1491125,1779.0,0.657975413968181,2882
SOCIAL CIRCLE,14,420350.0,63258,8437.0,54068.0,1880966.8499999999,977725.2099999998,2942612.5900000003,106725.59999999999,3079509,5675.0,0.6579816260447444,2883
SALTILLO,18,698596.0,65778,7945.0,56240.0,1974089.9699999997,1026034.61,3149201.0399999996,90222.0,2401673,3316.0,0.6580026653426505,2884
SCHUYLER,12,823932.0,15564,1983.0,12488.0,376617.06,195730.37,734104.4299999999,22322.6,609668,1281.0,0.6580217543739124,2885
ALGOMA,10,542010.0,31979,6022.0,25436.0,1078027.86,560232.7699999999,1679114.4,47452.700000000004,1263941,2398.0,0.6580319640593452,2886
DOWAGIAC,32,1569504.0,26607,3018.0,21679.0,914596.5399999999,475295.17,1535653.9900000002,47711.1,1346519,2617.0,0.6580343874415943,2887
AVERILL PARK,7,84126.0,19777,3097.0,16436.0,836756.4199999999,434803.8,1278995.5000000002,28110.899999999998,793028,1288.0,0.6580548894491209,2888
PARKSTON,8,458928.0,34506,4753.0,29277.0,904681.33,470061.46,1420260.38,42453.4,1078404,1738.0,0.6580731585433519,2889
UNIVERSITY HTS,3,132357.0,3465,470.0,2995.0,216155.59,112278.28,328433.87,4412.9,119686,311.0,0.6581403738901838,2890
MOUNTIAN VIEW,1,72560.0,221,27.0,194.0,3504.7,1820.24,5324.94,226.5,2421,112.0,0.6581670403797977,2891
BRONXVILLE,102,1092216.0,86880,11738.0,68188.0,4580411.300000001,2378482.2399999998,10184159.97,144851.19999999995,4046724,11520.0,0.658209710160331,2892
FORNEY,37,2779662.0,37932,5369.0,30969.0,1574865.85,817753.25,2538798.1999999997,70023.1,1940195,4985.0,0.6582183724939753,2893
CAMP SPRINGS,23,477164.0,16191,2572.0,12891.0,589461.8999999999,306078.22000000003,1063213.39,29712.599999999995,841099,2259.0,0.6582194218166351,2894
HENNESSEY,8,589936.0,26839,3892.0,21752.0,897156.7,465802.73000000004,1537222.0399999998,34676.5,956526,1449.0,0.6582416763498236,2895
BINGER,1,73009.0,6840,1177.0,5608.0,171606.21,89087.1,261807.86,9476.2,271897,196.0,0.6582685608618034,2896
ALTAVISTA,9,220653.0,29779,3934.0,25493.0,944859.1299999999,490455.39999999997,1447446.8900000001,54360.8,1576504,2572.0,0.658294130137455,2897
JEMISON,3,105255.0,34470,4945.0,29263.0,1082705.02,561876.11,1657684.27,53506.8,1521024,1546.0,0.6583469798172864,2898
RIDGE MANOR,2,67046.0,2319,276.0,2017.0,58955.9,30595.47,90847.3,3623.5,97523,454.0,0.6583472703991017,2899
HARDIN,21,1248753.0,43782,5801.0,35974.0,1211341.29,628581.5399999999,2169626.93,60080.99999999999,1607369,3418.0,0.6583652695912252,2900
BROOKEVILLE,2,41666.0,694,125.0,554.0,27577.79,14310.390000000001,42200.56,833.5,24123,66.0,0.658366871036173,2901
MARTHASVILLE,3,190071.0,10284,1424.0,8543.0,339274.72,176030.63,566981.21,18484.2,534188,837.0,0.6583954930799767,2902
BROOKIGNS,2,114012.0,7696,1211.0,6421.0,240863.84000000003,124963.08,367978.20999999996,13205.2,374401,521.0,0.6584092827285647,2903
CANADIAN LAKES,2,98692.0,14610,1975.0,12503.0,720960.35,374011.48,1101477.91,29168.8,840723,987.0,0.6584282172811696,2904
STREETSBORO,43,1902363.0,102532,15290.0,83954.0,4041260.4200000004,2096432.4200000004,6514201.700000001,166918.90000000005,4664448,7908.0,0.658433148309846,2905
MONDOVI,14,766570.0,16165,2100.0,13588.0,479819.35000000003,248898.12,761204.9899999999,22707.199999999997,615810,1005.0,0.6584435940584765,2906
ARRECIBO,1,612.0,110,17.0,93.0,3187.61,1653.48,4841.09,120.0,3261,0.0,0.6584488204102795,2907
COKATO,5,276605.0,15642,2165.0,13243.0,401119.2,208057.33000000002,639331.2799999999,23855.7,582351,1133.0,0.6584613494548124,2908
CHESAPEAKE BEACH,3,62196.0,639,86.0,503.0,22960.39,11908.9,46236.45,1071.5,31078,103.0,0.658470247028259,2909
MILILANI,54,5226606.0,46435,7572.0,37095.0,2017812.16,1046341.3299999996,3386005.9799999995,91458.10000000003,2586255,6213.0,0.6585218940843595,2910
CODY,87,7170018.0,78103,10076.0,60720.0,3181093.24,1649435.5400000003,6677938.639999999,139763.50000000003,3911757,10359.0,0.658539341111223,2911
CANNELTON,2,95040.0,11805,2005.0,9770.0,310502.2,160996.94,472751.61,14501.2,345637,388.0,0.6585424524846429,2912
EAST LYNN,1,1904.0,11882,2227.0,9541.0,450320.52,233484.23,687436.15,14137.1,365787,338.0,0.6585513189254681,2913
JUNO BEACH,16,534528.0,4179,666.0,3198.0,212544.80000000002,110199.79,334029.63000000006,6149.0,168534,584.0,0.6585541836657898,2914
YARNELL,1,85362.0,8344,1342.0,6942.0,309399.46,160414.86,472164.98,16215.4,469091,556.0,0.6585568954134902,2915
RENSSELAER,57,1516390.0,150478,21342.0,124850.0,6766387.279999999,3507265.81,11344757.720000003,252551.10000000003,7165475,12904.0,0.6586155110285118,2916
HOLLIDAYSBURG,32,532736.0,75563,11818.0,61362.0,3096196.7,1604826.44,4943781.699999999,116855.79999999999,3187547,5239.0,0.6586218803424141,2917
MILMONT PARK,3,57099.0,10560,1406.0,8593.0,387155.36,200651.88999999998,708817.3200000001,18013.9,522619,647.0,0.6586433903290577,2918
LONG PRAIRIE,17,957899.0,39055,5596.0,32332.0,1149347.01,595659.1800000002,1897979.99,63485.7,1771732,3206.0,0.6586492452499552,2919
SAINT FRANCIS,14,850607.0,64841,9890.0,53168.0,2385283.89,1236171.5099999998,4222665.4399999995,103475.29999999999,2910710,3816.0,0.6586533938813661,2920
WARM SPRINGS,33,2273174.0,28982,3170.0,24397.0,1125360.7,583179.93,1774524.15,43686.799999999996,1174607,2233.0,0.65866780118656,2921
DEERFIELD,85,5011432.0,97621,16225.0,79136.0,4088671.84,2118343.13,6560297.68,151037.2,4157272,8687.0,0.6587178957617368,2922
ELK GROVE VLG,12,720084.0,16254,1748.0,13212.0,681467.75,352937.45,1190841.8499999999,33087.0,945529,1691.0,0.6588015508816081,2923
BELLEFONTAINE,80,3464880.0,122356,16547.0,99818.0,5007028.429999997,2593028.9,8423633.71,214412.6000000001,5984351,11243.0,0.658814560547532,2924
SHAKER HTS,6,264726.0,3605,674.0,2861.0,154793.53,80164.01000000001,236754.64,5105.6,144682,282.0,0.6588149075786204,2925
MARGARETVILLE,10,124550.0,27256,4302.0,22444.0,838777.98,434224.83,1355545.0,36328.2,792175,2247.0,0.6588971944217468,2926
MISSOURI CITY,125,9682705.0,66672,8378.0,54052.0,2956547.57,1530409.0899999996,5191468.68,123694.29999999994,3464598,9468.0,0.658920465258071,2927
BIXBY,23,1702184.0,17647,2483.0,14418.0,618531.6,320162.57000000007,1096845.69,29127.6,819531,1990.0,0.6589277101827531,2928
GREEN LAKE,7,384587.0,45258,7643.0,36779.0,1857107.25,961239.4500000001,2859434.7600000002,58148.3,1565819,2168.0,0.6589349883745672,2929
MILTON-FREEWATER,1,97862.0,868,108.0,760.0,55439.95,28695.13,84135.08,881.6,25857,136.0,0.6589397668606246,2930
ST JAMES CITY,8,271648.0,14792,1834.0,12422.0,497447.42,257467.36,775585.1699999999,24342.800000000003,653972,2588.0,0.6589451328532738,2931
HEBRON,51,2054741.0,126133,17530.0,105737.0,4428188.95,2291776.8,6999012.000000001,194036.8,5460550,9377.0,0.658960047527028,2932
MAUNABO,10,7070.0,48682,7093.0,40633.0,1093538.98,565901.29,1681445.79,72987.50000000001,2083571,2002.0,0.6589806212187438,2933
